Device_id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,16,215,AivKernel,hcom_allReduce_,static,COMMUNICATION,1779269392767573.260	,8.000,1.370000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.676,40868,0.022,0.004,2.292,0.404,1.855,0.327,0.72,0.127,0.21,0.000
0,4294967295,N/A,N/A,hcom_allReduce__360_3_21,hcom_allReduce_,N/A,COMMUNICATION,1779269392767573.260	,8.000,0.000000,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,11,64,214,AddRmsNormDynamicQuant_bf16_high_performance_1,AddRmsNormDynamicQuant,static,AI_VECTOR_CORE,1779269392767582.640	,5.320,1.500000,3,0,NO,"""3,6144;3,6144;6144;6144""",DT_BF16;DT_BF16;DT_BF16;DT_BF16,ND;ND;ND;ND,"""3,6144;3,6144;3,6144;3;3""",INT8;INT8;DT_BF16;FLOAT;FLOAT,ND;ND;ND;ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.577,24714,2.271,0.496,1.955,0.427,0.85,0.186,0.38,0.083,0.136,0.000
0,11,65,214,QuantBatchMatmulV3_ND_NZ_int8_int8_bf16_high_performance_24,QuantBatchMatmulV3,static,MIX_AIC,1779269392767588.940	,39.080,0.930000,24,24,NO,"""3,6144;192,384,16,32;6144;3""",INT8;INT8;DT_BF16;FLOAT,ND;FRACTAL_NZ;ND;ND,"""3,6144""",DT_BF16,ND,0,35.14,1518028,3.218,0.092,16.13,0.459,10.141,0.289,23.755,0.676,0.176,0.005,0.021,36.033,1556633,0.17,0.005,2.478,0.069,2.012,0.056,0.135,0.004,0.121,89.917
0,11,66,214,SwiGlu_3_high_performance_27,SwiGlu,static,AI_VECTOR_CORE,1779269392767628.880	,3.780,0.920000,1,0,NO,"""3,6144""",DT_BF16,ND,"""3,3072""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.246,5842,1.178,0.363,1.574,0.485,0.628,0.193,0.178,0.055,0.168,0.000
0,11,67,214,DynamicQuant_bf16_c1_high_performance_2,DynamicQuant,static,AI_VECTOR_CORE,1779269392767632.680	,4.080,0.000000,3,0,NO,"""3,3072""",DT_BF16,ND,"""3,3072;3""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.376,18230,0.421,0.125,1.454,0.431,0.307,0.091,0.138,0.041,0.197,0.000
0,11,68,214,QuantBatchMatmulV3_ND_NZ_int8_int8_bf16_high_performance_24,QuantBatchMatmulV3,static,MIX_AIC,1779269392767637.880	,23.860,1.170000,24,24,NO,"""3,3072;192,192,16,32;6144;3""",INT8;INT8;DT_BF16;FLOAT,ND;FRACTAL_NZ;ND;ND,"""3,6144""",DT_BF16,ND,0,19.615,847387,1.609,0.082,13.115,0.669,5.131,0.262,10.94,0.558,0.163,0.008,0.0,20.408,881616,0.17,0.008,2.782,0.136,2.072,0.102,0.136,0.007,0.1,82.211
0,4294967295,20,215,AivKernel,hcom_allReduce_,static,COMMUNICATION,1779269392767663.220	,11.660,1.390000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.357,52968,0.022,0.003,2.458,0.334,3.578,0.486,0.572,0.078,0.187,0.000
0,4294967295,N/A,N/A,hcom_allReduce__360_4_21,hcom_allReduce_,N/A,COMMUNICATION,1779269392767663.220	,11.660,0.000000,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,11,71,214,AddRmsNormBias_352d2859a07d64c080e8dfc836d9897f_33,AddRmsNormBias,static,AI_VECTOR_CORE,1779269392767675.580	,3.720,0.590000,3,0,NO,"""3,6144;3,6144;6144;6144""",DT_BF16;DT_BF16;DT_BF16;DT_BF16,ND;ND;ND;ND,"""3,6144;3,1;3,6144""",DT_BF16;FLOAT;DT_BF16,ND;ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.151,17013,1.594,0.506,0.672,0.213,1.098,0.348,0.473,0.15,0.179,0.000
